"RoleName","RoleId","Subscription ID","Subscription Name"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","aea1ae4c-70ec-474b-b538-09f9ff01b432","D002-B088-SecureFTPWebHostingServer-Z-QAE-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","aea1ae4c-70ec-474b-b538-09f9ff01b432","D002-B088-SecureFTPWebHostingServer-Z-QAE-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","07a11d4f-5c26-4340-85d2-2b057056f5bd","d007-b041-a3hrgo-z-stg-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","07a11d4f-5c26-4340-85d2-2b057056f5bd","d007-b041-a3hrgo-z-stg-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","07a11d4f-5c26-4340-85d2-2b057056f5bd","d007-b041-a3hrgo-z-stg-006"
"cms-account-user-readonly","4fe31ea3-88b4-4dc1-9404-5bc9d5247974","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-iaas-contributor","e5a80ebb-e115-49a2-ba44-87b42b790723","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-backup-contributor","f28e90b9-fbe1-426f-94ea-67257da86d2b","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-mon-readonly","51a951c7-bdf4-40ab-a136-1d508ee38502","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-iaas-readonly","b47b1025-6fdc-401b-ab47-08ea4d2cde12","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-mon-admin","fcc8ec94-14db-4d63-b9a1-728f7f63346d","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-mon-prodsupport-contributor","319c193c-c2e7-46e5-b513-198d58760468","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-iaas-admin","e8ca90b8-7bc6-47df-8d64-60a0aa246894","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-configuration-readonly","ef2aac19-e0d9-4b16-8f7d-58030927d2e7","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-backup-readonly","a273ee90-31a6-4cb8-aceb-3386376d6e17","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-resource-billing-readonly","86f09d5f-bff0-4401-9c46-0f7655e89b04","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-paas-db-contributor","c99c142a-4ce7-4502-b426-e19c64dfa35f","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-paas-db-admin","c5861e0d-a63c-43d5-b1d2-268ee2be866d","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-networking-contributor","877c78d7-2830-44cf-aca1-56ec7da0d1cc","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-paas-storage-contributor","a6b8bc4e-ddb1-4bd4-a0ea-9488d5db6b9d","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-security-readonly","60c55180-b61a-45ae-9cf9-2515cf88de22","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-paas-db-readonly","2dbfae0d-36e2-4283-91eb-7a743b8250c5","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-virtualmachine-operator","2f55f72f-5b0e-4354-be5d-8b29fe2703f1","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-paas-storage-admin","236ffb42-20b0-412b-8b24-14920d07f579","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-networking-readonly","0d6cd64a-a0d9-4836-81ad-067784a8db45","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-paas-db-security","66d6a29d-83e1-4039-90c4-858ed3e155d2","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"cms-account-storagecontainer-readonly","26a1b621-3e57-4534-8eef-92ff3c43f183","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"wk-services-cos-locks","d60a79d0-22e8-46cd-8216-3a5b03c25067","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"Azure-Netapp-SetupAsService","f631f469-b01c-4d03-89da-def31e69f2a9","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"Orca Security Side-Scanner Role v12.10.00 / 1a16de08aef8","2b7819b3-0048-5f20-9735-b672eefc2756","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"Orca Security - DSPM Scanner Access / 1a16de08aef8","93bab799-907e-58d5-898e-d994ddc9d37b","8bdd98fd-32d8-4ed1-9ba2-1a16de08aef8","HLTH-CE-CLOUD-BIDW-Z-SANDBOX"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","b56e7494-441a-4472-ba77-3e5ce2caf0e6","d007-b047-clarizen-z-stg-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","b56e7494-441a-4472-ba77-3e5ce2caf0e6","d007-b047-clarizen-z-stg-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","b56e7494-441a-4472-ba77-3e5ce2caf0e6","d007-b047-clarizen-z-stg-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","39ea4de4-8e3b-4735-a538-f60ac77846cc","d011-b189-a3asesor-z-qae-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","39ea4de4-8e3b-4735-a538-f60ac77846cc","d011-b189-a3asesor-z-qae-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","39ea4de4-8e3b-4735-a538-f60ac77846cc","d011-b189-a3asesor-z-qae-006"
"Orca Security Side-Scanner Role v12.10.00 / a2639a2d2f98","d47bb1ac-e989-5938-a797-b7228a9761f3","06cd6e1d-cd54-455e-a6da-a2639a2d2f98","d006-b165-onesumxfinancialstudio-z-prd-006"
"Orca Security - DSPM Scanner Access / a2639a2d2f98","467046bd-3710-5ea0-9e6d-39d2314fb896","06cd6e1d-cd54-455e-a6da-a2639a2d2f98","d006-b165-onesumxfinancialstudio-z-prd-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","06cd6e1d-cd54-455e-a6da-a2639a2d2f98","d006-b165-onesumxfinancialstudio-z-prd-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","06cd6e1d-cd54-455e-a6da-a2639a2d2f98","d006-b165-onesumxfinancialstudio-z-prd-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","06cd6e1d-cd54-455e-a6da-a2639a2d2f98","d006-b165-onesumxfinancialstudio-z-prd-006"
"Orca Security Side-Scanner Role v12.10.00 / 3661d449238f","eb296487-bf24-553d-8653-6df2186bed27","1670cf20-ccc5-4f06-a469-3661d449238f","d002-b137-fam-z-prd-001"
"Orca Security - DSPM Scanner Access / 3661d449238f","f909da88-89fb-5223-998e-fb66abd222b0","1670cf20-ccc5-4f06-a469-3661d449238f","d002-b137-fam-z-prd-001"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","32ec503d-c7e6-4b9f-80de-da541f76c55b","d007-b041-accon-z-dev-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","32ec503d-c7e6-4b9f-80de-da541f76c55b","d007-b041-accon-z-dev-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","32ec503d-c7e6-4b9f-80de-da541f76c55b","d007-b041-accon-z-dev-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","7fc49088-bb85-426e-8136-5ea27750ce8f","d011-b189-4plan-z-dre-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","7fc49088-bb85-426e-8136-5ea27750ce8f","d011-b189-4plan-z-dre-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","7fc49088-bb85-426e-8136-5ea27750ce8f","d011-b189-4plan-z-dre-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","00f75e1f-83cb-49c7-8026-a982b26ad2a6","d011-b189-a3doc-z-stg-007"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","00f75e1f-83cb-49c7-8026-a982b26ad2a6","d011-b189-a3doc-z-stg-007"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","00f75e1f-83cb-49c7-8026-a982b26ad2a6","d011-b189-a3doc-z-stg-007"
"WK-DXG-Leonardo-Leo Verification","7ad16c6f-76e2-4c87-89cd-14ea42d9eaf4","3fbea9c4-3724-43da-9fe5-a5fbcfac39d8","d006-b035-leonardo-z-stg-006"
"GPM-IAD-Chaos-Experiment-leonardo-stg-Role","e395a61a-7ee4-416d-acfa-d02db9a2af9d","3fbea9c4-3724-43da-9fe5-a5fbcfac39d8","d006-b035-leonardo-z-stg-006"
"Orca Security Side-Scanner Role v12.10.00 / a5fbcfac39d8","e48aca4f-4cf2-5d66-b394-eb3b90a72060","3fbea9c4-3724-43da-9fe5-a5fbcfac39d8","d006-b035-leonardo-z-stg-006"
"Orca Security - DSPM Scanner Access / a5fbcfac39d8","0634147d-605f-5d4d-8f65-3417e8026baf","3fbea9c4-3724-43da-9fe5-a5fbcfac39d8","d006-b035-leonardo-z-stg-006"
"lock-resources-manager","a5b5ac90-9004-4c3f-bda2-1eba6405ff46","3fbea9c4-3724-43da-9fe5-a5fbcfac39d8","d006-b035-leonardo-z-stg-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","3fbea9c4-3724-43da-9fe5-a5fbcfac39d8","d006-b035-leonardo-z-stg-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","3fbea9c4-3724-43da-9fe5-a5fbcfac39d8","d006-b035-leonardo-z-stg-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","3fbea9c4-3724-43da-9fe5-a5fbcfac39d8","d006-b035-leonardo-z-stg-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","0b42de54-7da4-4d87-90d9-f068ac93bf2d","D001-B003-360T-Z-DEV-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","0b42de54-7da4-4d87-90d9-f068ac93bf2d","D001-B003-360T-Z-DEV-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","0b42de54-7da4-4d87-90d9-f068ac93bf2d","D001-B003-360T-Z-DEV-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","0bbbd248-c661-4f78-8ad7-c63955d748d5","Test-Account-Frazier-API65"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","0bbbd248-c661-4f78-8ad7-c63955d748d5","Test-Account-Frazier-API65"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","0bbbd248-c661-4f78-8ad7-c63955d748d5","Test-Account-Frazier-API65"
"Orca Security Side-Scanner Role v12.10.00 / 0fa58e2eaad3","ea3e159c-951d-5313-bd07-109ea1055740","33828cb7-3eb8-43c9-9ca0-0fa58e2eaad3","GBS-Scandinavia-TAA-Z-DEV"
"Orca Security - DSPM Scanner Access / 0fa58e2eaad3","95af5307-7d36-5af3-8ac4-fa8c9648fa81","33828cb7-3eb8-43c9-9ca0-0fa58e2eaad3","GBS-Scandinavia-TAA-Z-DEV"
"cms-networking-admin","3afe5197-44bf-4905-b4df-ad3f2eed9b09","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-account-user-readonly","4fe31ea3-88b4-4dc1-9404-5bc9d5247974","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-iaas-contributor","e5a80ebb-e115-49a2-ba44-87b42b790723","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-backup-contributor","f28e90b9-fbe1-426f-94ea-67257da86d2b","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-mon-readonly","51a951c7-bdf4-40ab-a136-1d508ee38502","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-iaas-readonly","b47b1025-6fdc-401b-ab47-08ea4d2cde12","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-mon-admin","fcc8ec94-14db-4d63-b9a1-728f7f63346d","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-mon-prodsupport-contributor","319c193c-c2e7-46e5-b513-198d58760468","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-iaas-admin","e8ca90b8-7bc6-47df-8d64-60a0aa246894","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-configuration-readonly","ef2aac19-e0d9-4b16-8f7d-58030927d2e7","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-backup-readonly","a273ee90-31a6-4cb8-aceb-3386376d6e17","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-resource-billing-readonly","86f09d5f-bff0-4401-9c46-0f7655e89b04","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-paas-db-contributor","c99c142a-4ce7-4502-b426-e19c64dfa35f","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-paas-db-admin","c5861e0d-a63c-43d5-b1d2-268ee2be866d","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-networking-contributor","877c78d7-2830-44cf-aca1-56ec7da0d1cc","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-paas-storage-contributor","a6b8bc4e-ddb1-4bd4-a0ea-9488d5db6b9d","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-security-readonly","60c55180-b61a-45ae-9cf9-2515cf88de22","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-paas-db-readonly","2dbfae0d-36e2-4283-91eb-7a743b8250c5","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-virtualmachine-operator","2f55f72f-5b0e-4354-be5d-8b29fe2703f1","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-paas-storage-admin","236ffb42-20b0-412b-8b24-14920d07f579","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-networking-readonly","0d6cd64a-a0d9-4836-81ad-067784a8db45","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-paas-db-security","66d6a29d-83e1-4039-90c4-858ed3e155d2","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-account-storagecontainer-readonly","26a1b621-3e57-4534-8eef-92ff3c43f183","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"wk-services-cos-locks","d60a79d0-22e8-46cd-8216-3a5b03c25067","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"Azure-Netapp-SetupAsService","f631f469-b01c-4d03-89da-def31e69f2a9","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"Orca Security Side-Scanner Role v12.10.00 / 4cd3e3fbb91c","e3d118f0-fd8f-5432-8598-3742a5226bc0","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"Orca Security - DSPM Scanner Access / 4cd3e3fbb91c","1f529048-ba9a-5456-91a9-8ee9d769605f","2b6e9bd5-c111-47b6-a992-4cd3e3fbb91c","LNR-LSW-SUL-Z-Sandbox"
"cms-networking-admin","3afe5197-44bf-4905-b4df-ad3f2eed9b09","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-account-user-readonly","4fe31ea3-88b4-4dc1-9404-5bc9d5247974","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-iaas-contributor","e5a80ebb-e115-49a2-ba44-87b42b790723","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-backup-contributor","f28e90b9-fbe1-426f-94ea-67257da86d2b","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-mon-readonly","51a951c7-bdf4-40ab-a136-1d508ee38502","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-iaas-readonly","b47b1025-6fdc-401b-ab47-08ea4d2cde12","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-mon-admin","fcc8ec94-14db-4d63-b9a1-728f7f63346d","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-mon-prodsupport-contributor","319c193c-c2e7-46e5-b513-198d58760468","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-iaas-admin","e8ca90b8-7bc6-47df-8d64-60a0aa246894","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-configuration-readonly","ef2aac19-e0d9-4b16-8f7d-58030927d2e7","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-backup-readonly","a273ee90-31a6-4cb8-aceb-3386376d6e17","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-resource-billing-readonly","86f09d5f-bff0-4401-9c46-0f7655e89b04","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-paas-db-contributor","c99c142a-4ce7-4502-b426-e19c64dfa35f","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-paas-db-admin","c5861e0d-a63c-43d5-b1d2-268ee2be866d","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-networking-contributor","877c78d7-2830-44cf-aca1-56ec7da0d1cc","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-paas-storage-contributor","a6b8bc4e-ddb1-4bd4-a0ea-9488d5db6b9d","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-security-readonly","60c55180-b61a-45ae-9cf9-2515cf88de22","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-paas-db-readonly","2dbfae0d-36e2-4283-91eb-7a743b8250c5","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-virtualmachine-operator","2f55f72f-5b0e-4354-be5d-8b29fe2703f1","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-paas-storage-admin","236ffb42-20b0-412b-8b24-14920d07f579","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-networking-readonly","0d6cd64a-a0d9-4836-81ad-067784a8db45","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-paas-db-security","66d6a29d-83e1-4039-90c4-858ed3e155d2","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"cms-account-storagecontainer-readonly","26a1b621-3e57-4534-8eef-92ff3c43f183","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"wk-services-cos-locks","d60a79d0-22e8-46cd-8216-3a5b03c25067","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"CCH Integrator DR - VM Operator-TAA-NA-Z-PROD","7acac5d6-7adf-4413-8a23-3faa8b9e759f","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"Azure-Netapp-SetupAsService","f631f469-b01c-4d03-89da-def31e69f2a9","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"CCH Integrator Service server - VM Operator-CentralUS ","1efddb3c-5692-4f4d-ac2b-bc4961f6b1d0","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"Orca Security Side-Scanner Role v12.10.00 / f310cdd6d3f5","0eb38650-0893-5d5b-83c1-09821287e553","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"Orca Security - DSPM Scanner Access / f310cdd6d3f5","2f6928bd-7aaf-5659-a632-831f9f345d1c","5c91762b-4fe8-4fb7-88a9-f310cdd6d3f5","TAA-APAC-Integrator-NA-Z-Prod"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","82c4465d-a58b-4838-ae45-07cc964f8676","D007-B046-Cloud-Z-PRD-007"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","82c4465d-a58b-4838-ae45-07cc964f8676","D007-B046-Cloud-Z-PRD-007"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","82c4465d-a58b-4838-ae45-07cc964f8676","D007-B046-Cloud-Z-PRD-007"
"ADF-Developer","e10add74-362e-40fb-9e43-86d47e31996c","29d1ba0d-9511-43b0-be3c-963bbfc8e128","D003-B066-TymetrixT360US-Z-TST-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","b3394541-002e-405b-bb2d-60d894fafcbb","D001-B001-a3ASESORimportadordedatos-Z-QAE-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","b3394541-002e-405b-bb2d-60d894fafcbb","D001-B001-a3ASESORimportadordedatos-Z-QAE-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","b3394541-002e-405b-bb2d-60d894fafcbb","D001-B001-a3ASESORimportadordedatos-Z-QAE-006"
"Orca Security Side-Scanner Role v12.10.00 / 5e8ed40d7f01","304d3b7a-7a6f-51ac-83fd-38580c6644ef","67dc2b3f-4beb-43a9-911c-5e8ed40d7f01","d007-b041-3radmin-z-qae-006"
"Orca Security - DSPM Scanner Access / 5e8ed40d7f01","6e318a19-b65f-5b1a-9582-85f991fccc81","67dc2b3f-4beb-43a9-911c-5e8ed40d7f01","d007-b041-3radmin-z-qae-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","67dc2b3f-4beb-43a9-911c-5e8ed40d7f01","d007-b041-3radmin-z-qae-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","67dc2b3f-4beb-43a9-911c-5e8ed40d7f01","d007-b041-3radmin-z-qae-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","67dc2b3f-4beb-43a9-911c-5e8ed40d7f01","d007-b041-3radmin-z-qae-006"
"Orca Security Side-Scanner Role v12.10.00 / 9d9d93bf4bff","7169ea67-f591-5ad5-b528-391501f044f8","2756a52d-1b7f-45db-908e-9d9d93bf4bff","d002-b122-ifirmwebmanager-z-non-006"
"Orca Security - DSPM Scanner Access / 9d9d93bf4bff","493b4166-a054-5b76-997d-524112ae4270","2756a52d-1b7f-45db-908e-9d9d93bf4bff","d002-b122-ifirmwebmanager-z-non-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","2756a52d-1b7f-45db-908e-9d9d93bf4bff","d002-b122-ifirmwebmanager-z-non-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","2756a52d-1b7f-45db-908e-9d9d93bf4bff","d002-b122-ifirmwebmanager-z-non-006"
