"RoleName","RoleId","Subscription ID","Subscription Name"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","a952f80f-11a2-4c52-8dbf-0923387be550","D005-B098-enterprise-Z-LTE-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","a952f80f-11a2-4c52-8dbf-0923387be550","D005-B098-enterprise-Z-LTE-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","a952f80f-11a2-4c52-8dbf-0923387be550","D005-B098-enterprise-Z-LTE-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","6860e4c9-4453-4884-ab23-f8217cb80545","D006-B010-IBMCIAO-Z-DRE-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","6860e4c9-4453-4884-ab23-f8217cb80545","D006-B010-IBMCIAO-Z-DRE-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","6860e4c9-4453-4884-ab23-f8217cb80545","D006-B010-IBMCIAO-Z-DRE-006"
"Orca Security Side-Scanner Role v12.10.00 / 428e3f0c1660","13f96e99-1e44-5370-b409-9686e9f67ca1","7bf9da81-8916-4658-a1f4-428e3f0c1660","D002-B139-CCHAxcessTax-Z-PRD-006"
"Orca Security - DSPM Scanner Access / 428e3f0c1660","bb60a219-f449-5d48-98c3-1968e0e04e7b","7bf9da81-8916-4658-a1f4-428e3f0c1660","D002-B139-CCHAxcessTax-Z-PRD-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","7bf9da81-8916-4658-a1f4-428e3f0c1660","D002-B139-CCHAxcessTax-Z-PRD-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","7bf9da81-8916-4658-a1f4-428e3f0c1660","D002-B139-CCHAxcessTax-Z-PRD-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","7bf9da81-8916-4658-a1f4-428e3f0c1660","D002-B139-CCHAxcessTax-Z-PRD-006"
"Orca Security Side-Scanner Role v12.10.00 / 2758ac99e48c","3ee6988d-e41f-5b1e-a03e-7e9a5f9750ef","3b5bf2ca-57dd-4bb1-9307-2758ac99e48c","GBS-GSD-IIB-Z-DevTest"
"Orca Security - DSPM Scanner Access / 2758ac99e48c","b901d4f3-ae77-5ee7-aeb0-2b3f237251ee","3b5bf2ca-57dd-4bb1-9307-2758ac99e48c","GBS-GSD-IIB-Z-DevTest"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","3b5bf2ca-57dd-4bb1-9307-2758ac99e48c","GBS-GSD-IIB-Z-DevTest"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","3b5bf2ca-57dd-4bb1-9307-2758ac99e48c","GBS-GSD-IIB-Z-DevTest"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","3b5bf2ca-57dd-4bb1-9307-2758ac99e48c","GBS-GSD-IIB-Z-DevTest"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","1c620b3b-2df6-4df0-a97f-1218784e0f1e","D001-B003-InvalidSystemforBarometerITRem-Z-PRD-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","1c620b3b-2df6-4df0-a97f-1218784e0f1e","D001-B003-InvalidSystemforBarometerITRem-Z-PRD-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","1c620b3b-2df6-4df0-a97f-1218784e0f1e","D001-B003-InvalidSystemforBarometerITRem-Z-PRD-006"
"Orca Security Side-Scanner Role v12.10.00 / b8c5d8dc2ace","a08dafa7-d46f-53f2-b7e6-0765ec05d1c0","0c35e14b-268d-4cb6-8b2d-b8c5d8dc2ace","D003-B066-ELM-Z-PRD-001"
"GBS_GH_DBA_Support","f083dc5b-1757-47b5-a27e-51b812e4b17c","0c35e14b-268d-4cb6-8b2d-b8c5d8dc2ace","D003-B066-ELM-Z-PRD-001"
"CloudabilitySubscriptionDataReader","8c6e5ff5-6bdb-4366-9307-c7d5233f98a0","0c35e14b-268d-4cb6-8b2d-b8c5d8dc2ace","D003-B066-ELM-Z-PRD-001"
"Orca Security - DSPM Scanner Access / b8c5d8dc2ace","e222b8d2-91ea-56fa-84d2-cfebc27feb17","0c35e14b-268d-4cb6-8b2d-b8c5d8dc2ace","D003-B066-ELM-Z-PRD-001"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","0c35e14b-268d-4cb6-8b2d-b8c5d8dc2ace","D003-B066-ELM-Z-PRD-001"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","0c35e14b-268d-4cb6-8b2d-b8c5d8dc2ace","D003-B066-ELM-Z-PRD-001"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","0c35e14b-268d-4cb6-8b2d-b8c5d8dc2ace","D003-B066-ELM-Z-PRD-001"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","9bc3bd90-b65b-456a-9ac2-16573e46d145","d011-b185-ace-z-stg-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","9bc3bd90-b65b-456a-9ac2-16573e46d145","d011-b185-ace-z-stg-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","9bc3bd90-b65b-456a-9ac2-16573e46d145","d011-b185-ace-z-stg-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","59d2a402-e6f4-461e-a8c1-1328bb027341","d002-b130-4plan-z-int-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","59d2a402-e6f4-461e-a8c1-1328bb027341","d002-b130-4plan-z-int-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","59d2a402-e6f4-461e-a8c1-1328bb027341","d002-b130-4plan-z-int-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","21c5295e-4312-40ee-9027-f4dd33204594","d007-b043-360t-z-prd-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","21c5295e-4312-40ee-9027-f4dd33204594","d007-b043-360t-z-prd-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","21c5295e-4312-40ee-9027-f4dd33204594","d007-b043-360t-z-prd-006"
"Orca Security Side-Scanner Role v12.10.00 / 8ec0e6f0ffc5","de404572-1bcb-5e23-83cd-a98993068c6e","4e3b4cab-8a71-4097-9c0f-8ec0e6f0ffc5","WKTAADE-DEV-WEBCENTER"
"Orca Security - DSPM Scanner Access / 8ec0e6f0ffc5","701546c0-35fd-575f-8bf8-bd8508f4650b","4e3b4cab-8a71-4097-9c0f-8ec0e6f0ffc5","WKTAADE-DEV-WEBCENTER"
"MySQL All Permissions","8e2b9aa9-7f42-4161-9039-2b3de57e4d45","1c4ca45e-f041-499c-93df-04d0122d2b57","D004-B083-CETools-Z-PRD-006"
"Orca Security Side-Scanner Role v12.10.00 / 04d0122d2b57","165a8606-c944-5fb5-aba9-27e52e9134cb","1c4ca45e-f041-499c-93df-04d0122d2b57","D004-B083-CETools-Z-PRD-006"
"Orca Security - DSPM Scanner Access / 04d0122d2b57","8c9bd8d7-ca76-563f-af94-9e67c580cc9a","1c4ca45e-f041-499c-93df-04d0122d2b57","D004-B083-CETools-Z-PRD-006"
"Orca Security Side-Scanner Role v12.10.00 / 8899c52c6ab4","7f2da309-2459-5971-bba2-ade406632650","aab34556-4559-442a-9c9f-8899c52c6ab4","D002-B119-Accept360-Z-LTE-006"
"Orca Security - DSPM Scanner Access / 8899c52c6ab4","7803f870-daf4-5856-a7af-fa0bf7ed1290","aab34556-4559-442a-9c9f-8899c52c6ab4","D002-B119-Accept360-Z-LTE-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","aab34556-4559-442a-9c9f-8899c52c6ab4","D002-B119-Accept360-Z-LTE-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","aab34556-4559-442a-9c9f-8899c52c6ab4","D002-B119-Accept360-Z-LTE-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","aab34556-4559-442a-9c9f-8899c52c6ab4","D002-B119-Accept360-Z-LTE-006"
"cms-networking-admin","3afe5197-44bf-4905-b4df-ad3f2eed9b09","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-account-user-readonly","4fe31ea3-88b4-4dc1-9404-5bc9d5247974","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-iaas-contributor","e5a80ebb-e115-49a2-ba44-87b42b790723","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-backup-contributor","f28e90b9-fbe1-426f-94ea-67257da86d2b","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-mon-readonly","51a951c7-bdf4-40ab-a136-1d508ee38502","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-iaas-readonly","b47b1025-6fdc-401b-ab47-08ea4d2cde12","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-mon-admin","fcc8ec94-14db-4d63-b9a1-728f7f63346d","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-mon-prodsupport-contributor","319c193c-c2e7-46e5-b513-198d58760468","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-configuration-readonly","ef2aac19-e0d9-4b16-8f7d-58030927d2e7","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-backup-readonly","a273ee90-31a6-4cb8-aceb-3386376d6e17","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-resource-billing-readonly","86f09d5f-bff0-4401-9c46-0f7655e89b04","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-paas-db-contributor","c99c142a-4ce7-4502-b426-e19c64dfa35f","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-paas-db-admin","c5861e0d-a63c-43d5-b1d2-268ee2be866d","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-networking-contributor","877c78d7-2830-44cf-aca1-56ec7da0d1cc","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-paas-storage-contributor","a6b8bc4e-ddb1-4bd4-a0ea-9488d5db6b9d","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-security-readonly","60c55180-b61a-45ae-9cf9-2515cf88de22","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-paas-db-readonly","2dbfae0d-36e2-4283-91eb-7a743b8250c5","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-virtualmachine-operator","2f55f72f-5b0e-4354-be5d-8b29fe2703f1","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-paas-storage-admin","236ffb42-20b0-412b-8b24-14920d07f579","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-networking-readonly","0d6cd64a-a0d9-4836-81ad-067784a8db45","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-paas-db-security","66d6a29d-83e1-4039-90c4-858ed3e155d2","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"cms-account-storagecontainer-readonly","26a1b621-3e57-4534-8eef-92ff3c43f183","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"Orca Security Side-Scanner Role v12.10.00 / aac66b5cf213","5706281e-e6d1-58e1-84be-6385dca3ee14","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"Orca Security - DSPM Scanner Access / aac66b5cf213","ba14c281-3f8c-5bfd-ab2d-31dc29e9ca65","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","77a596dc-e06e-4e65-a208-aac66b5cf213","GRC-Plano-NAS-Shares-Z-PRD"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","29c62edd-6278-45be-9a15-7550c563385d","d007-b041-360t-z-stg-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","29c62edd-6278-45be-9a15-7550c563385d","d007-b041-360t-z-stg-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","29c62edd-6278-45be-9a15-7550c563385d","d007-b041-360t-z-stg-006"
"cms-networking-admin","3afe5197-44bf-4905-b4df-ad3f2eed9b09","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-account-user-readonly","4fe31ea3-88b4-4dc1-9404-5bc9d5247974","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-iaas-contributor","e5a80ebb-e115-49a2-ba44-87b42b790723","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-backup-contributor","f28e90b9-fbe1-426f-94ea-67257da86d2b","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-mon-readonly","51a951c7-bdf4-40ab-a136-1d508ee38502","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-iaas-readonly","b47b1025-6fdc-401b-ab47-08ea4d2cde12","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-mon-admin","fcc8ec94-14db-4d63-b9a1-728f7f63346d","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-mon-prodsupport-contributor","319c193c-c2e7-46e5-b513-198d58760468","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-iaas-admin","e8ca90b8-7bc6-47df-8d64-60a0aa246894","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-configuration-readonly","ef2aac19-e0d9-4b16-8f7d-58030927d2e7","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-backup-readonly","a273ee90-31a6-4cb8-aceb-3386376d6e17","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-resource-billing-readonly","86f09d5f-bff0-4401-9c46-0f7655e89b04","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-paas-db-contributor","c99c142a-4ce7-4502-b426-e19c64dfa35f","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-paas-db-admin","c5861e0d-a63c-43d5-b1d2-268ee2be866d","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-networking-contributor","877c78d7-2830-44cf-aca1-56ec7da0d1cc","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-paas-storage-contributor","a6b8bc4e-ddb1-4bd4-a0ea-9488d5db6b9d","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-security-readonly","60c55180-b61a-45ae-9cf9-2515cf88de22","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-paas-db-readonly","2dbfae0d-36e2-4283-91eb-7a743b8250c5","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-virtualmachine-operator","2f55f72f-5b0e-4354-be5d-8b29fe2703f1","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-paas-storage-admin","236ffb42-20b0-412b-8b24-14920d07f579","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-networking-readonly","0d6cd64a-a0d9-4836-81ad-067784a8db45","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-paas-db-security","66d6a29d-83e1-4039-90c4-858ed3e155d2","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"cms-account-storagecontainer-readonly","26a1b621-3e57-4534-8eef-92ff3c43f183","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"wk-services-cos-locks","d60a79d0-22e8-46cd-8216-3a5b03c25067","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"Azure-Netapp-SetupAsService","f631f469-b01c-4d03-89da-def31e69f2a9","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"Orca Security Side-Scanner Role v12.10.00 / 98e4efe403c7","84c21f2a-b44a-5bf6-86d3-18020df9dde5","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"Orca Security - DSPM Scanner Access / 98e4efe403c7","09869f85-5c7d-58dd-95ce-5e72c1d2aef0","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","32371283-1a2e-41f6-a7b6-98e4efe403c7","GBS-AAV-DevOps-Z-Prod"
"Orca Security Side-Scanner Role v12.10.00 / ef7c098a6bd9","ef62e5c2-f182-52f3-9650-a69db15a4fbb","3af317c2-f736-4f66-a739-ef7c098a6bd9","GBS-Scandinavia-TAA-Z-PRD"
"Orca Security - DSPM Scanner Access / ef7c098a6bd9","ec7a85a5-9b06-5fe8-8cf1-1a8e11ac3a89","3af317c2-f736-4f66-a739-ef7c098a6bd9","GBS-Scandinavia-TAA-Z-PRD"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","78182e41-f49e-47a2-8d97-37180ec373e0","D007-B045-BarometerITProd-Z-UAT-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","78182e41-f49e-47a2-8d97-37180ec373e0","D007-B045-BarometerITProd-Z-UAT-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","78182e41-f49e-47a2-8d97-37180ec373e0","D007-B045-BarometerITProd-Z-UAT-006"
"cms-networking-admin","3afe5197-44bf-4905-b4df-ad3f2eed9b09","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-account-user-readonly","4fe31ea3-88b4-4dc1-9404-5bc9d5247974","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-iaas-contributor","e5a80ebb-e115-49a2-ba44-87b42b790723","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-backup-contributor","f28e90b9-fbe1-426f-94ea-67257da86d2b","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-mon-readonly","51a951c7-bdf4-40ab-a136-1d508ee38502","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-iaas-readonly","b47b1025-6fdc-401b-ab47-08ea4d2cde12","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-mon-admin","fcc8ec94-14db-4d63-b9a1-728f7f63346d","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-mon-prodsupport-contributor","319c193c-c2e7-46e5-b513-198d58760468","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-iaas-admin","e8ca90b8-7bc6-47df-8d64-60a0aa246894","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-configuration-readonly","ef2aac19-e0d9-4b16-8f7d-58030927d2e7","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-backup-readonly","a273ee90-31a6-4cb8-aceb-3386376d6e17","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-resource-billing-readonly","86f09d5f-bff0-4401-9c46-0f7655e89b04","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-paas-db-contributor","c99c142a-4ce7-4502-b426-e19c64dfa35f","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-paas-db-admin","c5861e0d-a63c-43d5-b1d2-268ee2be866d","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-networking-contributor","877c78d7-2830-44cf-aca1-56ec7da0d1cc","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-paas-storage-contributor","a6b8bc4e-ddb1-4bd4-a0ea-9488d5db6b9d","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-security-readonly","60c55180-b61a-45ae-9cf9-2515cf88de22","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-paas-db-readonly","2dbfae0d-36e2-4283-91eb-7a743b8250c5","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-virtualmachine-operator","2f55f72f-5b0e-4354-be5d-8b29fe2703f1","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-paas-storage-admin","236ffb42-20b0-412b-8b24-14920d07f579","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-networking-readonly","0d6cd64a-a0d9-4836-81ad-067784a8db45","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-paas-db-security","66d6a29d-83e1-4039-90c4-858ed3e155d2","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"cms-account-storagecontainer-readonly","26a1b621-3e57-4534-8eef-92ff3c43f183","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"wk-services-cos-locks","d60a79d0-22e8-46cd-8216-3a5b03c25067","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"Azure-Netapp-SetupAsService","f631f469-b01c-4d03-89da-def31e69f2a9","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"DownloadBackups","a0f40185-7862-48da-810d-4d3c7773d36c","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"DevAccess","4b9402e0-a3c5-4340-bc87-42d2cf695f54","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"Orca Security Side-Scanner Role v12.10.00 / 71e9d772169e","e5d03428-d013-5b0e-9f1d-dbc9800d12e5","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"Orca Security - DSPM Scanner Access / 71e9d772169e","6250b72b-8bdf-5e9c-8e7f-21fdeb31b76b","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"DownloadQABackups","542f402c-b715-41c0-83a3-9ee4b3bc1f2e","be31b765-8590-4ef4-9c86-71e9d772169e","WK TAA Axcess DBA Dev"
"Orca Security Side-Scanner Role v12.10.00 / 2d422a90e4dd","b1fc200a-819d-5f5f-8e9b-8e2ae92c1a5d","12cd37ba-c72b-4888-991b-2d422a90e4dd","D006-B018-CEConnectionCECCME-Z-INT-006"
"Orca Security - DSPM Scanner Access / 2d422a90e4dd","36f4797f-0176-5a78-b37a-bd099431bfc4","12cd37ba-c72b-4888-991b-2d422a90e4dd","D006-B018-CEConnectionCECCME-Z-INT-006"
"Tag Reader","4cd9869f-37c2-4a3c-bf38-89b29ea224e0","12cd37ba-c72b-4888-991b-2d422a90e4dd","D006-B018-CEConnectionCECCME-Z-INT-006"
"Orca Security Side-Scanner Role v12.10.00 / 51800a7802b5","2dc12cc1-9cc2-55f2-a969-b03108b4ba7e","12cd37ba-c72b-4888-991b-2d422a90e4dd","D006-B018-CEConnectionCECCME-Z-INT-006"
"Orca Security - DSPM Scanner Access / 51800a7802b5","7c825118-3a2d-5f44-9333-e62fe7a84193","12cd37ba-c72b-4888-991b-2d422a90e4dd","D006-B018-CEConnectionCECCME-Z-INT-006"
"cms-networking-admin","3afe5197-44bf-4905-b4df-ad3f2eed9b09","26028e49-a423-4a0e-979a-535425f475bf","GPO-LSW-KLEOS_Connect-Document-Storage-Z-Sandbox"
"cms-account-user-readonly","4fe31ea3-88b4-4dc1-9404-5bc9d5247974","26028e49-a423-4a0e-979a-535425f475bf","GPO-LSW-KLEOS_Connect-Document-Storage-Z-Sandbox"
"cms-iaas-contributor","e5a80ebb-e115-49a2-ba44-87b42b790723","26028e49-a423-4a0e-979a-535425f475bf","GPO-LSW-KLEOS_Connect-Document-Storage-Z-Sandbox"
"cms-backup-contributor","f28e90b9-fbe1-426f-94ea-67257da86d2b","26028e49-a423-4a0e-979a-535425f475bf","GPO-LSW-KLEOS_Connect-Document-Storage-Z-Sandbox"
